Date,Open,High,Low,Close,Adj Close,Volume
1977-01-03,0.945808,0.958589,0.945808,0.958589,0.335295,165282
1977-01-04,0.958589,0.971370,0.907464,0.958589,0.335295,179952
1977-01-05,0.958589,0.984151,0.958589,0.984151,0.344235,189732
1977-01-06,0.984151,1.035276,0.984151,1.035276,0.362118,384354
1977-01-07,1.035276,1.048057,1.022495,1.048057,0.366588,345234
1977-01-10,1.048057,1.060838,1.035276,1.048057,0.366588,311004
1977-01-11,1.048057,1.048057,1.022495,1.022495,0.357648,155502
1977-01-12,1.009714,1.009714,0.984151,0.996933,0.348706,198534
1977-01-13,0.996933,0.996933,0.971370,0.984151,0.344235,155502
1977-01-14,0.984151,0.996933,0.984151,0.984151,0.344235,116382
1977-01-17,0.996933,1.035276,0.996933,1.009714,0.353177,222006
1977-01-18,1.022495,1.035276,1.022495,1.035276,0.362118,112470
1977-01-19,1.035276,1.048057,1.022495,1.022495,0.357648,149634
1977-01-20,1.022495,1.035276,1.009714,1.009714,0.353177,179952
1977-01-21,1.009714,1.022495,0.996933,0.996933,0.348706,185820
1977-01-24,1.035276,1.086401,1.035276,1.086401,0.380001,850860
1977-01-25,1.086401,1.124744,1.073620,1.086401,0.380001,502692
1977-01-26,1.086401,1.086401,1.060838,1.073620,0.375530,263082
1977-01-27,1.073620,1.086401,1.048057,1.073620,0.375530,258192
1977-01-28,1.073620,1.086401,1.048057,1.073620,0.375530,122250
1977-01-31,1.060838,1.060838,1.035276,1.048057,0.366588,114426
1977-02-01,1.048057,1.048057,1.035276,1.048057,0.366588,81174
1977-02-02,1.035276,1.035276,1.009714,1.009714,0.353177,112470
1977-02-03,1.009714,1.022495,0.984151,1.022495,0.357648,153546
1977-02-04,1.022495,1.035276,1.022495,1.022495,0.357648,121272
1977-02-07,1.035276,1.060838,1.035276,1.035276,0.362118,82152
1977-02-08,1.035276,1.035276,1.022495,1.022495,0.357648,115404
1977-02-09,1.022495,1.048057,1.022495,1.022495,0.357648,283620
1977-02-10,1.022495,1.022495,0.996933,1.009714,0.353177,74328
1977-02-11,1.009714,1.009714,0.971370,0.971370,0.339765,152568
1977-02-14,0.958589,0.958589,0.945808,0.945808,0.330824,143766
1977-02-15,0.958589,0.984151,0.958589,0.984151,0.344235,175062
1977-02-16,0.984151,0.996933,0.971370,0.984151,0.344235,225918
1977-02-17,0.984151,1.035276,0.984151,1.022495,0.357648,1001472
1977-02-18,1.022495,1.060838,1.022495,1.035276,0.362118,472374
1977-02-22,1.048057,1.060838,1.048057,1.048057,0.366588,275796
1977-02-23,1.048057,1.060838,1.035276,1.035276,0.362118,81174
1977-02-24,1.035276,1.035276,1.022495,1.022495,0.357648,228852
1977-02-25,1.022495,1.022495,1.009714,1.009714,0.353177,355014
1977-02-28,1.009714,1.022495,1.009714,1.022495,0.357648,86064
1977-03-01,1.022495,1.060838,1.022495,1.048057,0.366588,293400
1977-03-02,1.048057,1.048057,1.022495,1.022495,0.357648,243522
1977-03-03,1.022495,1.022495,1.009714,1.009714,0.353177,52812
1977-03-04,1.009714,1.022495,1.009714,1.022495,0.357648,45966
1977-03-07,1.009714,1.009714,0.984151,0.984151,0.344235,65526
1977-03-08,0.984151,0.996933,0.984151,0.984151,0.344235,59658
1977-03-09,0.984151,0.996933,0.984151,0.984151,0.344235,68460
1977-03-10,0.984151,1.022495,0.984151,1.009714,0.353177,203424
1977-03-11,1.009714,1.022495,1.009714,1.009714,0.353177,158436
1977-03-14,1.022495,1.060838,1.022495,1.048057,0.366588,328608
1977-03-15,1.048057,1.048057,1.035276,1.035276,0.362118,112470
1977-03-16,1.035276,1.035276,1.022495,1.035276,0.362118,149634
1977-03-17,1.035276,1.035276,1.022495,1.022495,0.357648,59658
1977-03-18,1.035276,1.035276,1.022495,1.022495,0.357648,59658
1977-03-21,1.022495,1.022495,1.009714,1.009714,0.353177,139854
1977-03-22,1.009714,1.009714,0.984151,0.984151,0.344235,105624
1977-03-23,0.984151,0.984151,0.971370,0.971370,0.339765,85086
1977-03-24,0.971370,0.984151,0.945808,0.945808,0.330824,177996
1977-03-25,0.945808,0.958589,0.945808,0.945808,0.330824,71394
1977-03-28,0.945808,0.958589,0.945808,0.945808,0.330824,103668
1977-03-29,0.945808,0.958589,0.945808,0.958589,0.335295,164304
1977-03-30,0.958589,0.971370,0.958589,0.971370,0.339765,133986
1977-03-31,0.971370,0.971370,0.945808,0.945808,0.330824,84108
1977-04-01,0.945808,0.996933,0.945808,0.984151,0.344235,256236
1977-04-04,0.996933,1.009714,0.996933,0.996933,0.348706,248412
1977-04-05,0.996933,1.009714,0.996933,0.996933,0.348706,151590
1977-04-06,0.996933,1.009714,0.996933,1.009714,0.353177,427386
1977-04-07,1.009714,1.009714,0.984151,1.009714,0.353177,354036
1977-04-11,0.971370,0.971370,0.958589,0.958589,0.335295,139854
1977-04-12,0.958589,0.984151,0.958589,0.958589,0.335295,39120
1977-04-13,0.958589,0.984151,0.945808,0.971370,0.339765,169194
1977-04-14,0.971370,0.984151,0.945808,0.971370,0.339765,87042
1977-04-15,0.971370,1.009714,0.958589,1.009714,0.353177,323718
1977-04-18,1.009714,1.022495,0.971370,0.984151,0.344235,449880
1977-04-19,0.971370,0.971370,0.945808,0.971370,0.339765,253302
1977-04-20,0.958589,0.958589,0.945808,0.958589,0.335295,60636
1977-04-21,0.958589,0.971370,0.958589,0.971370,0.339765,604404
1977-04-22,0.971370,0.971370,0.945808,0.945808,0.330824,163326
1977-04-25,0.945808,0.945808,0.920245,0.920245,0.321883,103668
1977-04-26,0.920245,0.933027,0.920245,0.933027,0.326353,147678
1977-04-27,0.933027,0.945808,0.933027,0.933027,0.326353,105624
1977-04-28,0.933027,0.945808,0.920245,0.920245,0.321883,114426
1977-04-29,0.920245,0.933027,0.920245,0.933027,0.326353,93888
1977-05-02,0.933027,0.945808,0.920245,0.945808,0.330824,129096
1977-05-03,0.945808,0.945808,0.907464,0.920245,0.321883,161370
1977-05-04,0.920245,0.984151,0.920245,0.984151,0.344235,265038
1977-05-05,0.984151,1.048057,0.984151,1.048057,0.366588,2446956
1977-05-06,1.060838,1.150307,1.048057,1.124744,0.393412,2669940
1977-05-09,1.124744,1.175869,1.111963,1.175869,0.411294,869442
1977-05-10,1.175869,1.214213,1.150307,1.175869,0.411294,1774092
1977-05-11,1.188650,1.278119,1.188650,1.226994,0.429177,2350134
1977-05-12,1.239775,1.278119,1.239775,1.265337,0.442589,1352574
1977-05-13,1.265337,1.265337,1.150307,1.239775,0.433647,699270
1977-05-16,1.239775,1.265337,1.214213,1.226994,0.429177,563328
1977-05-17,1.201431,1.201431,1.163088,1.188650,0.415765,403914
1977-05-18,1.188650,1.214213,1.188650,1.188650,0.415765,309048
1977-05-19,1.201431,1.214213,1.201431,1.214213,0.424706,317850
1977-05-20,1.214213,1.214213,1.188650,1.201431,0.420236,207336
1977-05-23,1.201431,1.201431,1.175869,1.175869,0.411294,173106
1977-05-24,1.163088,1.163088,1.150307,1.163088,0.406824,314916
1977-05-25,1.163088,1.188650,1.124744,1.150307,0.402353,396090
1977-05-26,1.150307,1.163088,1.137526,1.137526,0.397883,364794
1977-05-27,1.137526,1.150307,1.124744,1.124744,0.393412,404892
1977-05-31,1.124744,1.163088,1.124744,1.163088,0.406824,180930
1977-06-01,1.163088,1.188650,1.163088,1.175869,0.411294,273840
1977-06-02,1.175869,1.188650,1.163088,1.163088,0.406824,142788
1977-06-03,1.163088,1.252556,1.163088,1.214213,0.424706,807828
1977-06-06,1.214213,1.252556,1.201431,1.214213,0.424706,347190
1977-06-07,1.214213,1.405930,1.214213,1.405930,0.491765,2653314
1977-06-08,1.405930,1.418712,1.342025,1.367587,0.478354,1858200
1977-06-09,1.367587,1.367587,1.329243,1.342025,0.469413,601470
1977-06-10,1.342025,1.393149,1.342025,1.393149,0.487295,545724
1977-06-13,1.380368,1.380368,1.342025,1.367587,0.478354,468462
1977-06-14,1.367587,1.367587,1.342025,1.354806,0.473883,559416
1977-06-15,1.354806,1.469836,1.342025,1.444274,0.505177,2104656
1977-06-16,1.444274,1.495399,1.431493,1.469836,0.514118,1022988
1977-06-17,1.482618,1.559305,1.482618,1.559305,0.545413,1813212
1977-06-20,1.559305,1.584867,1.520961,1.584867,0.554354,1679226
1977-06-21,1.584867,1.584867,1.546524,1.572086,0.549883,1622502
1977-06-22,1.572086,1.635992,1.546524,1.635992,0.572236,1875804
1977-06-23,1.635992,1.635992,1.597648,1.623211,0.567765,533010
1977-06-24,1.623211,1.635992,1.597648,1.623211,0.567765,469440
1977-06-27,1.623211,1.623211,1.584867,1.610429,0.563295,433254
1977-06-28,1.610429,1.610429,1.508180,1.533742,0.536471,2005878
1977-06-29,1.533742,1.559305,1.482618,1.559305,0.545413,818586
1977-06-30,1.572086,1.597648,1.572086,1.584867,0.554354,812718
1977-07-01,1.572086,1.572086,1.546524,1.546524,0.540942,303180
1977-07-05,1.546524,1.546524,1.520961,1.533742,0.536471,272862
1977-07-06,1.520961,1.520961,1.457055,1.482618,0.518589,1330080
1977-07-07,1.482618,1.508180,1.482618,1.508180,0.527530,682644
1977-07-08,1.508180,1.520961,1.508180,1.520961,0.532001,374574
1977-07-11,1.520961,1.546524,1.508180,1.533742,0.536471,330564
1977-07-12,1.533742,1.661554,1.533742,1.661554,0.581177,1313454
1977-07-13,1.687117,1.802147,1.687117,1.751022,0.612471,3144270
1977-07-15,1.763804,1.904397,1.763804,1.891616,0.661648,2271894
