Date,Open,High,Low,Close,Adj Close,Volume
2018-04-27,1557.949951,1562.979980,1549.479980,1556.239990,1556.239990,3234510000
2018-04-30,1556.670044,1563.650024,1541.880005,1541.880005,1541.880005,3749510000
2018-05-01,1541.770020,1550.859985,1527.709961,1550.329956,1550.329956,3562820000
2018-05-02,1550.449951,1565.369995,1548.920044,1554.910034,1554.910034,4047020000
2018-05-03,1554.339966,1554.339966,1532.310059,1546.560059,1546.560059,3867530000
2018-05-04,1545.829956,1572.770020,1540.369995,1565.599976,1565.599976,3335260000
2018-05-07,1565.719971,1586.410034,1565.719971,1578.949951,1578.949951,3266810000
2018-05-08,1578.670044,1586.589966,1576.890015,1586.390015,1586.390015,3745100000
2018-05-09,1586.739990,1598.760010,1584.170044,1596.050049,1596.050049,3913650000
2018-05-10,1596.540039,1609.449951,1596.540039,1603.709961,1603.709961,3380640000
2018-05-11,1603.869995,1609.359985,1599.910034,1606.790039,1606.790039,2874850000
2018-05-14,1607.390015,1614.239990,1599.729980,1600.339966,1600.339966,2994360000
2018-05-15,1599.599976,1603.160034,1592.099976,1600.339966,1600.339966,3291190000
2018-05-16,1601.030029,1620.640015,1601.030029,1616.369995,1616.369995,3248480000
2018-05-17,1616.219971,1627.319946,1615.459961,1625.290039,1625.290039,3478150000
2018-05-18,1626.060059,1630.329956,1624.229980,1626.630005,1626.630005,3383270000
2018-05-21,1627.770020,1639.040039,1627.770020,1637.439941,1637.439941,3053480000
2018-05-22,1637.650024,1639.890015,1625.239990,1625.239990,1625.239990,3384140000
2018-05-23,1624.920044,1629.400024,1618.560059,1627.609985,1627.609985,3333160000
2018-05-24,1627.219971,1630.310059,1616.589966,1628.219971,1628.219971,3285750000
2018-05-25,1627.930054,1628.729980,1623.329956,1626.930054,1626.930054,3015260000
2018-05-29,1625.569946,1628.479980,1611.319946,1623.650024,1623.650024,3743310000
2018-05-30,1624.030029,1651.109985,1624.030029,1647.989990,1647.989990,3566490000
2018-05-31,1647.969971,1649.729980,1632.250000,1633.609985,1633.609985,4241100000
2018-06-01,1635.400024,1650.500000,1635.400024,1647.979980,1647.979980,3694310000
2018-06-04,1649.199951,1655.709961,1641.219971,1653.369995,1653.369995,3410090000
2018-06-05,1653.689941,1664.689941,1652.760010,1664.630005,1664.630005,3523550000
2018-06-06,1665.199951,1676.180054,1664.449951,1675.949951,1675.949951,3662780000
2018-06-07,1676.520020,1679.989990,1660.890015,1667.770020,1667.770020,3742080000
2018-06-08,1667.609985,1674.069946,1665.729980,1672.489990,1672.489990,3138850000
2018-06-11,1672.500000,1677.680054,1671.260010,1674.680054,1674.680054,3262130000
2018-06-12,1674.939941,1686.369995,1674.939941,1682.300049,1682.300049,3435700000
2018-06-13,1682.719971,1684.839966,1673.920044,1676.540039,1676.540039,3820770000
2018-06-14,1677.030029,1684.729980,1674.530029,1684.719971,1684.719971,3540930000
2018-06-15,1684.239990,1684.630005,1672.989990,1683.910034,1683.910034,5451990000
2018-06-18,1683.510010,1692.459961,1674.410034,1692.459961,1692.459961,3316120000
2018-06-19,1692.010010,1694.000000,1672.660034,1693.449951,1693.449951,3671160000
2018-06-20,1694.040039,1708.099976,1694.040039,1706.989990,1706.989990,3332140000
2018-06-21,1706.989990,1708.020020,1685.589966,1688.949951,1688.949951,3336580000
2018-06-22,1690.280029,1696.369995,1680.910034,1685.579956,1685.579956,5468110000
2018-06-25,1684.760010,1684.760010,1649.810059,1657.510010,1657.510010,3663280000
2018-06-26,1657.709961,1672.160034,1656.119995,1668.530029,1668.530029,3568900000
2018-06-27,1668.939941,1671.469971,1640.420044,1640.449951,1640.449951,3803990000
2018-06-28,1640.369995,1647.939941,1630.060059,1645.020020,1645.020020,3461100000
2018-06-29,1645.900024,1656.050049,1642.969971,1643.069946,1643.069946,3586800000
2018-07-02,1641.729980,1655.089966,1631.060059,1655.089966,1655.089966,3095040000
2018-07-03,1655.400024,1667.520020,1655.400024,1660.420044,1660.420044,1911460000
2018-07-05,1660.650024,1679.660034,1660.650024,1679.479980,1679.479980,2980160000
2018-07-06,1679.449951,1695.180054,1678.569946,1694.050049,1694.050049,2590250000
2018-07-09,1694.660034,1704.839966,1694.660034,1704.599976,1704.599976,3070060000
2018-07-10,1704.829956,1708.560059,1689.349976,1695.619995,1695.619995,3080140000
2018-07-11,1694.060059,1696.020020,1683.099976,1683.660034,1683.660034,2986180000
2018-07-12,1685.170044,1692.430054,1679.260010,1690.280029,1690.280029,2834230000
2018-07-13,1690.290039,1697.400024,1686.880005,1687.079956,1687.079956,2619790000
2018-07-16,1687.060059,1688.400024,1672.420044,1678.540039,1678.540039,2819860000
2018-07-17,1678.000000,1690.040039,1676.099976,1687.260010,1687.260010,3064920000
2018-07-18,1687.140015,1692.020020,1679.229980,1691.869995,1691.869995,3111560000
2018-07-19,1691.199951,1702.890015,1686.260010,1701.310059,1701.310059,3278360000
2018-07-20,1701.150024,1703.430054,1696.040039,1696.810059,1696.810059,3243250000
2018-07-23,1696.420044,1701.969971,1690.530029,1698.410034,1698.410034,2928490000
2018-07-24,1700.099976,1706.829956,1675.010010,1680.199951,1680.199951,3430410000
2018-07-25,1680.339966,1685.420044,1675.050049,1685.199951,1685.199951,3584400000
2018-07-26,1685.239990,1702.930054,1684.750000,1695.359985,1695.359985,3667290000
2018-07-27,1695.250000,1697.300049,1660.430054,1663.339966,1663.339966,3434370000
2018-07-30,1663.390015,1669.500000,1652.729980,1653.130005,1653.130005,3261190000
2018-07-31,1653.569946,1675.650024,1653.569946,1670.800049,1670.800049,3906890000
2018-08-01,1670.869995,1673.229980,1657.540039,1669.260010,1669.260010,3501350000
2018-08-02,1668.989990,1682.300049,1662.329956,1682.099976,1682.099976,3501380000
2018-08-03,1682.079956,1687.300049,1668.349976,1673.369995,1673.369995,3043690000
2018-08-06,1673.250000,1684.800049,1671.989990,1684.310059,1684.310059,2879020000
2018-08-07,1684.859985,1694.359985,1684.859985,1688.300049,1688.300049,3185440000
2018-08-08,1688.680054,1689.339966,1677.670044,1686.880005,1686.880005,2978070000
2018-08-09,1687.050049,1696.750000,1686.430054,1690.890015,1690.890015,3066180000
2018-08-10,1689.319946,1695.790039,1680.770020,1686.800049,1686.800049,3265590000
2018-08-13,1686.810059,1689.099976,1670.619995,1675.319946,1675.319946,3173630000
2018-08-14,1676.189941,1694.959961,1676.189941,1692.579956,1692.579956,2986500000
2018-08-15,1691.599976,1691.599976,1663.530029,1670.670044,1670.670044,3656680000
2018-08-16,1691.599976,1691.599976,1663.530029,1685.750000,1685.750000,3232000000
2018-08-17,1685.449951,1693.709961,1679.969971,1692.949951,1692.949951,3037640000
2018-08-20,1693.790039,1701.130005,1690.180054,1698.689941,1698.689941,2757150000
2018-08-21,1698.910034,1722.290039,1698.910034,1718.050049,1718.050049,3174010000
2018-08-22,1717.750000,1723.010010,1715.800049,1722.540039,1722.540039,2701250000
2018-08-23,1722.300049,1723.410034,1712.920044,1717.050049,1717.050049,2724450000
2018-08-24,1718.359985,1726.969971,1718.359985,1725.670044,1725.670044,2603010000
2018-08-27,1727.329956,1737.630005,1727.329956,1728.410034,1728.410034,2865070000
2018-08-28,1729.069946,1733.449951,1722.359985,1728.420044,1728.420044,2687770000
2018-08-29,1729.050049,1737.020020,1724.729980,1734.750000,1734.750000,2805520000
2018-08-30,1734.349976,1740.660034,1728.849976,1732.349976,1732.349976,2810450000
2018-08-31,1731.489990,1742.089966,1728.410034,1740.750000,1740.750000,2887220000
2018-09-04,1740.800049,1740.800049,1722.199951,1733.380005,1733.380005,3087420000
2018-09-05,1732.729980,1732.729980,1713.689941,1727.650024,1727.650024,3248780000
2018-09-06,1728.250000,1731.420044,1713.810059,1714.469971,1714.469971,3144240000
2018-09-07,1713.829956,1722.619995,1706.640015,1713.180054,1713.180054,2976580000
2018-09-10,1714.890015,1723.810059,1714.489990,1717.469971,1717.469971,2751100000
2018-09-11,1717.140015,1723.459961,1710.310059,1718.400024,1718.400024,2904500000
2018-09-12,1718.250000,1718.949951,1704.069946,1715.699951,1715.699951,3341280000
2018-09-13,1716.949951,1722.619995,1711.939941,1714.319946,1714.319946,3274090000
2018-09-14,1714.489990,1726.000000,1712.810059,1721.719971,1721.719971,3179410000
2018-09-17,1721.660034,1722.280029,1702.709961,1703.550049,1703.550049,2967980000
2018-09-18,1704.219971,1714.920044,1704.219971,1710.969971,1710.969971,3091190000
2018-09-19,1710.880005,1717.089966,1700.510010,1702.930054,1702.930054,3302460000
2018-09-20,1704.709961,1720.209961,1704.709961,1720.180054,1720.180054,3406520000
2018-09-21,1720.150024,1724.380005,1710.969971,1712.319946,1712.319946,5652470000
2018-09-24,1711.670044,1711.739990,1697.760010,1705.319946,1705.319946,3392030000
2018-09-25,1705.489990,1712.079956,1705.489990,1708.810059,1708.810059,3330880000
