Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,100.779999,101.160004,99.910004,100.610001,93.707458,3183300
2018-04-24,101.190002,101.709999,99.580002,100.440002,93.549141,5048900
2018-04-25,100.000000,100.300003,97.900002,98.779999,92.003029,5129200
2018-04-26,98.849998,100.510002,98.559998,100.230003,93.353554,3021100
2018-04-27,99.989998,100.290001,98.930000,99.610001,92.776100,2017000
2018-04-30,100.000000,100.370003,98.730003,98.750000,91.975090,2567000
2018-05-01,98.820000,98.820000,97.290001,98.580002,91.816750,2915200
2018-05-02,98.059998,99.370003,97.550003,97.629997,90.931931,3542000
2018-05-03,97.169998,97.320000,95.510002,97.139999,90.475533,3572300
2018-05-04,96.349998,98.949997,96.040001,98.349998,91.602524,2363200
2018-05-07,98.529999,98.989998,98.290001,98.580002,91.816750,2152100
2018-05-08,98.779999,100.370003,98.389999,99.739998,92.897156,3199100
2018-05-09,100.220001,100.970001,99.489998,100.500000,93.605019,2694300
2018-05-10,100.709999,101.870003,100.220001,101.379997,94.424644,2847600
2018-05-11,101.489998,102.680000,101.269997,101.419998,94.461914,2522100
2018-05-14,101.690002,102.150002,101.110001,101.290001,94.340820,2234800
2018-05-15,100.820000,101.230003,99.970001,100.739998,93.828552,3442300
2018-05-16,100.279999,101.239998,100.230003,100.589996,93.688828,2135200
2018-05-17,100.650002,101.639999,100.300003,101.220001,94.275612,2876100
2018-05-18,100.930000,101.330002,100.459999,100.989998,94.061401,2927600
2018-05-21,101.570000,102.379997,101.349998,102.040001,95.039383,2084000
2018-05-22,102.320000,103.239998,102.080002,102.699997,95.654068,2910700
2018-05-23,101.820000,102.250000,100.910004,101.930000,94.936928,2553900
2018-05-24,101.690002,102.309998,100.720001,102.010002,95.011429,2230000
2018-05-25,101.349998,101.639999,100.470001,101.099998,94.163864,1850800
2018-05-29,99.839996,99.839996,96.980003,97.720001,91.015747,4377800
2018-05-30,98.849998,99.419998,97.959999,98.989998,92.198616,3076800
2018-05-31,98.680000,99.360001,97.800003,98.300003,91.555984,2780300
2018-06-01,99.339996,99.610001,98.220001,98.250000,91.509384,2711200
2018-06-04,98.809998,99.510002,98.639999,99.449997,92.627052,2417400
2018-06-05,99.120003,99.410004,98.430000,99.309998,92.496651,1811500
2018-06-06,100.000000,101.000000,99.570000,100.970001,94.042778,2872700
2018-06-07,101.440002,102.389999,100.889999,101.480003,94.517799,4245700
2018-06-08,101.290001,101.300003,99.589996,101.000000,94.070717,3580500
2018-06-11,101.180000,101.669998,100.790001,101.199997,94.257004,3453000
2018-06-12,101.500000,101.500000,100.239998,100.730003,93.819237,2426100
2018-06-13,100.870003,100.879997,99.959999,100.019997,93.157951,3183800
2018-06-14,100.519997,101.099998,99.510002,99.760002,92.915794,3285500
2018-06-15,99.220001,99.269997,97.309998,98.519997,91.760864,6741200
2018-06-18,97.849998,98.550003,97.309998,98.470001,91.714287,3621300
2018-06-19,97.139999,97.930000,96.620003,97.139999,90.475533,3119600
2018-06-20,97.699997,97.889999,96.360001,96.419998,89.804932,4495300
2018-06-21,96.160004,96.959999,95.760002,96.629997,90.000519,3350700
2018-06-22,97.349998,97.959999,97.070000,97.230003,90.559364,7235400
2018-06-25,97.050003,100.099998,95.650002,98.540001,91.779480,7996700
2018-06-26,99.500000,99.830002,98.070000,98.209999,91.472137,5166100
2018-06-27,98.430000,99.410004,96.930000,96.959999,90.307907,3693700
2018-06-28,97.010002,97.449997,96.570000,96.970001,90.317207,3142300
2018-06-29,98.129997,99.480003,97.650002,98.000000,91.276543,4698500
2018-07-02,97.400002,99.040001,97.160004,99.000000,92.207932,3148700
2018-07-03,99.309998,99.309998,97.720001,97.839996,91.127525,2041200
2018-07-05,98.349998,98.629997,97.629997,98.529999,92.099648,2385500
2018-07-06,98.459999,99.029999,98.199997,98.519997,92.090294,1996600
2018-07-09,99.260002,100.010002,99.080002,99.910004,93.389587,4991700
2018-07-10,99.910004,100.470001,99.570000,99.910004,93.389587,4675500
2018-07-11,99.660004,100.800003,99.660004,100.300003,93.754143,3469600
2018-07-12,101.029999,101.330002,100.599998,101.150002,94.548653,3688800
2018-07-13,101.080002,101.150002,99.620003,100.500000,93.941071,3456500
2018-07-16,100.599998,100.879997,100.070000,100.690002,94.118668,3264800
2018-07-17,100.779999,101.459999,100.650002,101.150002,94.548653,3092200
2018-07-18,101.550003,103.070000,101.419998,102.980003,96.259224,5923800
2018-07-19,100.199997,101.370003,99.279999,100.169998,93.632614,7171100
2018-07-20,100.129997,101.300003,99.980003,100.150002,93.613914,3325500
2018-07-23,100.150002,101.400002,100.010002,101.220001,94.614067,2617900
2018-07-24,101.459999,102.089996,101.169998,101.709999,95.072090,3155100
2018-07-25,101.230003,102.779999,101.080002,102.629997,95.932076,2549400
2018-07-26,102.839996,103.150002,102.360001,102.500000,95.810547,2744000
2018-07-27,102.870003,104.239998,102.669998,103.849998,97.072441,3815800
2018-07-30,102.730003,103.110001,100.349998,100.849998,94.268234,4423000
